venue,year,committee_type,position,full_name,affiliation,role_title
QIP,2004,program,chair,Ashwin Nayak,IQC and PI,
QIP,2004,program,chair,Daniel Gottesman,"Perimeter Institute, Waterloo",
QIP,2004,program,chair,Michele Mosca,"University of Waterloo and Perimeter Institute, Waterloo",
QIP,2004,steering,member,Charles Bennett,IBM,
QIP,2004,steering,member,Harry Buhrman,"CWI, Amsterdam",
QIP,2004,steering,member,Isaac Chuang,"MIT, Cambridge",
QIP,2004,steering,member,Daniel Gottesman,"Perimeter Institute, Waterloo",
QIP,2004,steering,member,David DiVincenzo,IBM,
QIP,2004,steering,member,John Watrous,University of Waterloo,
QIP,2004,steering,member,Miklos Santha,"CNRS LRI, Orsay",
QIP,2004,steering,member,Umesh Vazirani,UC Berkeley,
QIP,2004,organizing,chair,Greg Brennan,,
QIP,2004,organizing,member,Colleen Brickman,,
QIP,2004,organizing,member,Howard Burton,,
QIP,2004,organizing,member,Kari Cox,,
QIP,2004,organizing,member,Ivette Fuentes-Guridi,,
QIP,2004,organizing,member, Aziz Kara,,
QIP,2004,organizing,member,Phillip Kaye,,
QIP,2004,organizing,member,Fiona McAlister,,
QIP,2004,organizing,member,John McCormick,,
QIP,2004,organizing,member,David Poulin,,
QIP,2004,organizing,member,Wendy Reibel,,
QIP,2004,organizing,member,Martin Roetteler,,
QIP,2004,organizing,member,Sue Scanlan,,
QIP,2004,organizing,member,Rita Schwander,,
QIP,2004,organizing,member,Karen Wiatowski,,
QIP,2004,organizing,member,Lena Yost,,
